Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,cpu Name,Price
CPU,,Intel,Xeon E3-1271 v3,301,75.9,1699,https://cpu.userbenchmark.com/SpeedTest/17463/IntelR-XeonR-CPU-E3-1271-v3---360GHz,Intel Xeon E3-1271 v3,22
CPU,,AMD,Ryzen 9 5900HS,302,75.9,6069,https://cpu.userbenchmark.com/SpeedTest/1452199/AMD-Ryzen-9-5900HS-with-Radeon-Graphics,AMD Ryzen 9 5900HS,639
CPU,,AMD,Ryzen 9 6900HS,303,75.8,2639,https://cpu.userbenchmark.com/SpeedTest/1796538/AMD-Ryzen-9-6900HS-with-Radeon-Graphics,AMD Ryzen 9 6900HS,449
CPU,,Intel,Core i7-1355U,304,75.8,1220,https://cpu.userbenchmark.com/SpeedTest/2070236/13th-Gen-IntelR-CoreTM-i7-1355U,Intel Core i7-1355U,789
CPU,BX80677I57600K,Intel,Core i5-7600K,305,75.8,195006,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885,Intel Core i5-7600K,199
CPU,YD270XBGAFBOX,AMD,Ryzen 7 2700X,306,75.7,159077,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700X/Rating/3958,AMD Ryzen 7 2700X,166
CPU,,AMD,Ryzen 5 4500,307,75.5,1171,https://cpu.userbenchmark.com/SpeedTest/1828229/AMD-Ryzen-5-4500-6-Core-Processor,AMD Ryzen 5 4500,77
CPU,,Intel,Xeon W3680,308,75.3,6658,https://cpu.userbenchmark.com/SpeedTest/12335/IntelR-XeonR-CPU-----------W3680----333GHz,Intel Xeon W3680,22
CPU,,Intel,Xeon E3-1270 v3,309,75.2,1918,https://cpu.userbenchmark.com/SpeedTest/11395/IntelR-XeonR-CPU-E3-1270-v3---350GHz,Intel Xeon E3-1270 v3,719
CPU,,Intel,Core i7 980,310,75.2,2215,https://cpu.userbenchmark.com/SpeedTest/3336/IntelR-CoreTM-i7-CPU---------980----333GHz,Intel Core i7 980,366
CPU,100-000000083,AMD,Ryzen 7 4700U,311,75.2,19248,https://cpu.userbenchmark.com/SpeedTest/1105478/AMD-Ryzen-7-4700U-with-Radeon-Graphics,AMD Ryzen 7 4700U,389
CPU,BX80677I57600T,Intel,Core i5-7600T,312,75.1,477,https://cpu.userbenchmark.com/SpeedTest/246226/IntelR-CoreTM-i5-7600T-CPU---280GHz,Intel Core i5-7600T,293
CPU,,AMD,Ryzen 7 5800H,313,75.0,19785,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD-Ryzen-7-5800H-with-Radeon-Graphics,AMD Ryzen 7 5800H,349
CPU,BX80701G6600,Intel,Pentium Gold G6600,314,75.0,44,https://cpu.userbenchmark.com/SpeedTest/1454523/IntelR-PentiumR-Gold-G6600-CPU---420GHz,Intel Pentium Gold G6600,99
CPU,,Intel,Xeon X5690,315,74.7,4873,https://cpu.userbenchmark.com/SpeedTest/16752/IntelR-XeonR-CPU-----------X5690----347GHz,Intel Xeon X5690,169
CPU,100-000000105,AMD,Ryzen 5 4600U,316,74.7,554,https://cpu.userbenchmark.com/SpeedTest/1152158/AMD-Ryzen-5-4600U-with-Radeon-Graphics,AMD Ryzen 5 4600U,689
CPU,CM8068403358913,Intel,Core i5-8400T,317,74.7,4624,https://cpu.userbenchmark.com/SpeedTest/475176/IntelR-CoreTM-i5-8400T-CPU---170GHz,Intel Core i5-8400T,199
CPU,,AMD,Ryzen 5 7640HS,318,74.6,197,https://cpu.userbenchmark.com/SpeedTest/2119236/AMD-Ryzen-5-7640HS-w-Radeon-760M-Graphics,AMD Ryzen 5 7640HS,517
CPU,100-100000284BOX,AMD,Ryzen 3 3100,319,74.6,50446,https://cpu.userbenchmark.com/SpeedTest/1148404/AMD-Ryzen-3-3100-4-Core-Processor,AMD Ryzen 3 3100,68
CPU,BX80646E31241V3,Intel,Xeon E3-1241 v3,320,74.5,3580,https://cpu.userbenchmark.com/SpeedTest/15164/IntelR-XeonR-CPU-E3-1241-v3---350GHz,Intel Xeon E3-1241 v3,22
CPU,CL8068403805708,Intel,Core i9-8950HK,321,74.5,14729,https://cpu.userbenchmark.com/SpeedTest/486215/IntelR-CoreTM-i9-8950HK-CPU---290GHz,Intel Core i9-8950HK,579
CPU,BX80619I73930K,Intel,Core i7-3930K,322,74.4,33172,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel Core i7-3930K,329
CPU,,Intel,Core i5-10300H,323,74.3,82821,https://cpu.userbenchmark.com/SpeedTest/1027882/IntelR-CoreTM-i5-10300H-CPU---250GHz,Intel Core i5-10300H,199
CPU,,AMD,Ryzen 9 4900H,324,74.3,1531,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics,AMD Ryzen 9 4900H,499
CPU,,Intel,Core i5-8279U,325,74.2,740,https://cpu.userbenchmark.com/SpeedTest/807756/IntelR-CoreTM-i5-8279U-CPU---240GHz,Intel Core i5-8279U,519
CPU,,Intel,Xeon E3-1275 V2,326,74.2,461,https://cpu.userbenchmark.com/SpeedTest/4507/IntelR-XeonR-CPU-E3-1275-V2---350GHz,Intel Xeon E3-1275 V2,907
CPU,,Intel,Xeon E5-2687W 0,327,74.2,868,https://cpu.userbenchmark.com/SpeedTest/8860/IntelR-XeonR-CPU-E5-2687W-0---310GHz,Intel Xeon E5-2687W 0,549
CPU,100-000000098,AMD,Ryzen 7 4800H,328,74.1,26507,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics,AMD Ryzen 7 4800H,489
CPU,YD260XBCAFBOX,AMD,Ryzen 5 2600X,329,74.0,142983,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600X/Rating/3956,AMD Ryzen 5 2600X,185
CPU,,Intel,Core i7-11370H,330,74.0,12227,https://cpu.userbenchmark.com/SpeedTest/1444990/11th-Gen-IntelR-CoreTM-i7-11370H---330GHz,Intel Core i7-11370H,366
CPU,,AMD,Ryzen 7 6800HS,331,73.9,1587,https://cpu.userbenchmark.com/SpeedTest/1800947/AMD-Ryzen-7-6800HS-with-Radeon-Graphics,AMD Ryzen 7 6800HS,949
CPU,,Intel,Core i5-2550K,332,73.9,2925,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz,Intel Core i5-2550K,199
CPU,YD2700BBAFBOX,AMD,Ryzen 7 2700,333,73.8,123820,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700/Rating/3957,AMD Ryzen 7 2700,320
CPU,YD160XBCAEWOF,AMD,Ryzen 5 1600X,334,73.7,140440,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600X/Rating/3920,AMD Ryzen 5 1600X,141
CPU,BX80646I74770K,Intel,Core i7-4770K,335,73.6,172887,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel Core i7-4770K,366
CPU,BX80646I74771,Intel,Core i7-4771,336,73.5,11180,https://cpu.userbenchmark.com/Intel-Core-i7-4771/Rating/2008,Intel Core i7-4771,366
CPU,,Intel,Xeon E3-1220 v5,337,73.4,1202,https://cpu.userbenchmark.com/SpeedTest/139116/IntelR-XeonR-CPU-E3-1220-v5---300GHz,Intel Xeon E3-1220 v5,115
CPU,,Intel,Core i7 970,338,73.4,4313,https://cpu.userbenchmark.com/SpeedTest/8374/IntelR-CoreTM-i7-CPU---------970----320GHz,Intel Core i7 970,579
CPU,YD2600BBAFBOX,AMD,Ryzen 5 2600,339,73.3,179588,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600/Rating/3955,AMD Ryzen 5 2600,141
CPU,,AMD,Ryzen 3 4100,340,73.3,1048,https://cpu.userbenchmark.com/SpeedTest/1830279/AMD-Ryzen-3-4100-4-Core-Processor,AMD Ryzen 3 4100,68
CPU,BX80646E31231V3,Intel,Xeon E3-1231 v3,341,73.3,19313,https://cpu.userbenchmark.com/SpeedTest/11040/IntelR-XeonR-CPU-E3-1231-v3---340GHz,Intel Xeon E3-1231 v3,22
CPU,CL8068404121817,Intel,Core i7-9750H,342,73.3,328182,https://cpu.userbenchmark.com/SpeedTest/766364/IntelR-CoreTM-i7-9750H-CPU---260GHz,Intel Core i7-9750H,381
CPU,BX80677I37320,Intel,Core i3-7320,343,73.2,423,https://cpu.userbenchmark.com/Intel-Core-i3-7320/Rating/3888,Intel Core i3-7320,71
CPU,FH8068403419522,Intel,Core i5-8259U,344,73.1,4608,https://cpu.userbenchmark.com/SpeedTest/543736/IntelR-CoreTM-i5-8259U-CPU---230GHz,Intel Core i5-8259U,339
CPU,,Intel,Core i5-10200H,345,73.1,5051,https://cpu.userbenchmark.com/SpeedTest/1303113/IntelR-CoreTM-i5-10200H-CPU---240GHz,Intel Core i5-10200H,199
CPU,BX80646E31246V3,Intel,Xeon E3-1246 v3,346,73.0,2511,https://cpu.userbenchmark.com/SpeedTest/11023/IntelR-XeonR-CPU-E3-1246-v3---350GHz,Intel Xeon E3-1246 v3,758
CPU,BX80623I72700K,Intel,Core i7-2700K,347,73.0,20692,https://cpu.userbenchmark.com/Intel-Core-i7-2700K/Rating/1985,Intel Core i7-2700K,366
CPU,,AMD,Ryzen 5 5600H,348,73.0,23730,https://cpu.userbenchmark.com/SpeedTest/1522632/AMD-Ryzen-5-5600H-with-Radeon-Graphics,AMD Ryzen 5 5600H,299
CPU,CM8068403362509,Intel,Core i5-8500T,349,73.0,5135,https://cpu.userbenchmark.com/SpeedTest/532888/IntelR-CoreTM-i5-8500T-CPU---210GHz,Intel Core i5-8500T,185
CPU,,Intel,Core i5-8305G,350,72.9,386,https://cpu.userbenchmark.com/SpeedTest/483074/IntelR-CoreTM-i5-8305G-CPU---280GHz,Intel Core i5-8305G,199
CPU,,AMD,Ryzen 7 5800HS,351,72.9,2861,https://cpu.userbenchmark.com/SpeedTest/1463823/AMD-Ryzen-7-5800HS-with-Radeon-Graphics,AMD Ryzen 7 5800HS,299
CPU,,Intel,Core i5-6600T,352,72.9,1363,https://cpu.userbenchmark.com/SpeedTest/37851/IntelR-CoreTM-i5-6600T-CPU---270GHz,Intel Core i5-6600T,199
CPU,BX80646E31230V3,Intel,Xeon E3-1230 v3,353,72.8,8137,https://cpu.userbenchmark.com/SpeedTest/2171/IntelR-XeonR-CPU-E3-1230-v3---330GHz,Intel Xeon E3-1230 v3,"1,095"
CPU,,Intel,Xeon E3-1270 V2,354,72.7,3610,https://cpu.userbenchmark.com/SpeedTest/11264/IntelR-XeonR-CPU-E3-1270-V2---350GHz,Intel Xeon E3-1270 V2,719
CPU,,Intel,Xeon W3570,355,72.7,423,https://cpu.userbenchmark.com/SpeedTest/12630/IntelR-XeonR-CPU-----------W3570----320GHz,Intel Xeon W3570,13
CPU,,Intel,Xeon E5-1650 0,356,72.7,10189,https://cpu.userbenchmark.com/SpeedTest/7093/IntelR-XeonR-CPU-E5-1650-0---320GHz,Intel Xeon E5-1650 0,229
CPU,,Intel,Xeon E3-1245 V2,357,72.6,2442,https://cpu.userbenchmark.com/SpeedTest/5622/IntelR-XeonR-CPU-E3-1245-V2---340GHz,Intel Xeon E3-1245 V2,12
CPU,YD250XBBM4KAF,AMD,Ryzen 5 2500X,358,72.6,2214,https://cpu.userbenchmark.com/SpeedTest/567224/AMD-Ryzen-5-2500X-Quad-Core-Processor,AMD Ryzen 5 2500X,141
CPU,,Intel,Core i7-8705G,359,72.5,5922,https://cpu.userbenchmark.com/SpeedTest/453718/IntelR-CoreTM-i7-8705G-CPU---310GHz,Intel Core i7-8705G,381
CPU,,Intel,Core i5-4670S,360,72.4,1661,https://cpu.userbenchmark.com/SpeedTest/5523/IntelR-CoreTM-i5-4670S-CPU---310GHz,Intel Core i5-4670S,199
CPU,BX80637I73770K,Intel,Core i7-3770K,361,72.4,165979,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel Core i7-3770K,381
CPU,,Intel,Core i7 975,362,72.4,3143,https://cpu.userbenchmark.com/SpeedTest/941/IntelR-CoreTM-i7-CPU---------975----333GHz,Intel Core i7 975,366
CPU,BX80662I56600K,Intel,Core i5-6600K,363,72.4,342244,https://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503,Intel Core i5-6600K,199
CPU,BX80662I76700,Intel,Core i7-6700,364,72.3,282363,https://cpu.userbenchmark.com/Intel-Core-i7-6700/Rating/3515,Intel Core i7-6700,381
CPU,,Intel,Xeon E3-1240 v3,365,72.2,3014,https://cpu.userbenchmark.com/SpeedTest/4602/IntelR-XeonR-CPU-E3-1240-v3---340GHz,Intel Xeon E3-1240 v3,22
CPU,BX80677I57600,Intel,Core i5-7600,366,72.0,39689,https://cpu.userbenchmark.com/Intel-Core-i5-7600/Rating/3890,Intel Core i5-7600,89
CPU,,AMD,Ryzen 7 4800HS,367,72.0,2569,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics,AMD Ryzen 7 4800HS,449
CPU,YD1600BBAFBOX,AMD,Ryzen 5 1600AF,368,72.0,52721,https://cpu.userbenchmark.com/SpeedTest/563877/AMD-Ryzen-5-1600-Six-Core-Processor,AMD Ryzen 5 1600AF,120
CPU,BX80633I74820K,Intel,Core i7-4820K,369,71.8,23169,https://cpu.userbenchmark.com/Intel-Core-i7-4820K/Rating/1675,Intel Core i7-4820K,199
CPU,YD180XBCAEWOF,AMD,Ryzen 7 1800X,370,71.8,30050,https://cpu.userbenchmark.com/AMD-Ryzen-7-1800X/Rating/3916,AMD Ryzen 7 1800X,191
CPU,,Intel,Core i7-4790S,371,71.8,13224,https://cpu.userbenchmark.com/SpeedTest/13424/IntelR-CoreTM-i7-4790S-CPU---320GHz,Intel Core i7-4790S,381
CPU,,Intel,Core i7-7820HK,372,71.7,18903,https://cpu.userbenchmark.com/SpeedTest/224965/IntelR-CoreTM-i7-7820HK-CPU---290GHz,Intel Core i7-7820HK,366
CPU,BX80677I77700T,Intel,Core i7-7700T,373,71.7,7380,https://cpu.userbenchmark.com/SpeedTest/232624/IntelR-CoreTM-i7-7700T-CPU---290GHz,Intel Core i7-7700T,150
CPU,,AMD,Ryzen 9 4900HS,374,71.5,4383,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics,AMD Ryzen 9 4900HS,539
CPU,BX80677I37350K,Intel,Core i3-7350K,375,71.5,4002,https://cpu.userbenchmark.com/Intel-Core-i3-7350K/Rating/3889,Intel Core i3-7350K,142
CPU,,Intel,Xeon E3-1245 v3,376,71.5,2834,https://cpu.userbenchmark.com/SpeedTest/4697/IntelR-XeonR-CPU-E3-1245-v3---340GHz,Intel Xeon E3-1245 v3,22
CPU,,Intel,Xeon E5-2690 v2,377,71.4,1083,https://cpu.userbenchmark.com/SpeedTest/13436/IntelR-XeonR-CPU-E5-2690-v2---300GHz,Intel Xeon E5-2690 v2,198
CPU,100-000000084,AMD,Ryzen 5 4500U,378,71.4,28533,https://cpu.userbenchmark.com/SpeedTest/1052299/AMD-Ryzen-5-4500U-with-Radeon-Graphics,AMD Ryzen 5 4500U,77
CPU,BX80646I74790,Intel,Core i7-4790,379,71.4,255027,https://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293,Intel Core i7-4790,366
CPU,,Intel,Xeon E3-1240 V2,380,71.4,4997,https://cpu.userbenchmark.com/SpeedTest/5484/IntelR-XeonR-CPU-E3-1240-V2---340GHz,Intel Xeon E3-1240 V2,54
CPU,,Intel,Core i7-7920HQ,381,71.4,1337,https://cpu.userbenchmark.com/SpeedTest/243546/IntelR-CoreTM-i7-7920HQ-CPU---310GHz,Intel Core i7-7920HQ,243
CPU,,Intel,Xeon E3-1226 v3,382,71.3,2019,https://cpu.userbenchmark.com/SpeedTest/18482/IntelR-XeonR-CPU-E3-1226-v3---330GHz,Intel Xeon E3-1226 v3,639
CPU,,Intel,Xeon X5660,383,71.3,6950,https://cpu.userbenchmark.com/SpeedTest/17750/IntelR-XeonR-CPU-----------X5660----280GHz,Intel Xeon X5660,13
CPU,,Intel,Xeon E3-1265L v3,384,71.3,187,https://cpu.userbenchmark.com/SpeedTest/20266/IntelR-XeonR-CPU-E3-1265L-v3---250GHz,Intel Xeon E3-1265L v3,22
CPU,,Intel,Core i7-4770S,385,71.2,13157,https://cpu.userbenchmark.com/SpeedTest/2123/IntelR-CoreTM-i7-4770S-CPU---310GHz,Intel Core i7-4770S,366
CPU,BX80701G6500,Intel,Pentium Gold G6500,386,71.2,137,https://cpu.userbenchmark.com/SpeedTest/1323006/IntelR-PentiumR-Gold-G6500-CPU---410GHz,Intel Pentium Gold G6500,39
CPU,CM8068403377415,Intel,Core i3-8100T,387,71.1,2145,https://cpu.userbenchmark.com/SpeedTest/509371/IntelR-CoreTM-i3-8100T-CPU---310GHz,Intel Core i3-8100T,142
CPU,YD170XBCAEWOF,AMD,Ryzen 7 1700X,388,71.0,66470,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700X/Rating/3915,AMD Ryzen 7 1700X,166
CPU,,Intel,Xeon E5-1620 v2,389,71.0,10301,https://cpu.userbenchmark.com/SpeedTest/8354/IntelR-XeonR-CPU-E5-1620-v2---370GHz,Intel Xeon E5-1620 v2,148
CPU,,Intel,Core i7-4790T,390,70.9,1099,https://cpu.userbenchmark.com/SpeedTest/13586/IntelR-CoreTM-i7-4790T-CPU---270GHz,Intel Core i7-4790T,135
CPU,,Intel,Core i5-2450P,391,70.9,222,https://cpu.userbenchmark.com/SpeedTest/2795/IntelR-CoreTM-i5-2450P-CPU---320GHz,Intel Core i5-2450P,293
CPU,,Intel,Core i5-11300H,392,70.8,8880,https://cpu.userbenchmark.com/SpeedTest/1504890/11th-Gen-IntelR-CoreTM-i5-11300H---310GHz,Intel Core i5-11300H,669
CPU,,Intel,Xeon X5667,393,70.8,365,https://cpu.userbenchmark.com/SpeedTest/21709/IntelR-XeonR-CPU-----------X5667----307GHz,Intel Xeon X5667,25
CPU,,Intel,Xeon E31270,394,70.7,3539,https://cpu.userbenchmark.com/SpeedTest/5604/IntelR-XeonR-CPU-E31270---340GHz,Intel Xeon E31270,719
CPU,CL8068403359725,Intel,Core i7-8850H,395,70.7,20669,https://cpu.userbenchmark.com/SpeedTest/485626/IntelR-CoreTM-i7-8850H-CPU---260GHz,Intel Core i7-8850H,366
CPU,BX80684I38100,Intel,Core i3-8100,396,70.6,81392,https://cpu.userbenchmark.com/Intel-Core-i3-8100/Rating/3942,Intel Core i3-8100,111
CPU,,Intel,Core i7 880,397,70.6,808,https://cpu.userbenchmark.com/SpeedTest/15321/IntelR-CoreTM-i7-CPU---------880----307GHz,Intel Core i7 880,381
CPU,BX80623I72600K,Intel,Core i7-2600K,398,70.6,147533,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel Core i7-2600K,381
CPU,BX80646I74770,Intel,Core i7-4770,399,70.5,176321,https://cpu.userbenchmark.com/Intel-Core-i7-4770/Rating/1978,Intel Core i7-4770,366
CPU,,Intel,Xeon E3-1230 V2,400,70.5,8235,https://cpu.userbenchmark.com/SpeedTest/652/IntelR-XeonR-CPU-E3-1230-V2---330GHz,Intel Xeon E3-1230 V2,12
CPU,,Intel,Core i7 K 875,401,70.4,2354,https://cpu.userbenchmark.com/SpeedTest/476/IntelR-CoreTM-i7-CPU-------K-875----293GHz,Intel Core i7 K 875,366
CPU,,Intel,Xeon E3-1240,402,70.3,2292,https://cpu.userbenchmark.com/SpeedTest/5243/IntelR-XeonR-CPU-E31240---330GHz,Intel Xeon E3-1240,150
CPU,,Intel,Core i7-4770T,403,70.3,629,https://cpu.userbenchmark.com/SpeedTest/4415/IntelR-CoreTM-i7-4770T-CPU---250GHz,Intel Core i7-4770T,366
CPU,YD1600BBAEBOX,AMD,Ryzen 5 1600,404,70.2,392253,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919,AMD Ryzen 5 1600,120
CPU,CL8068403359524,Intel,Core i7-8750H,405,70.1,442631,https://cpu.userbenchmark.com/SpeedTest/470418/IntelR-CoreTM-i7-8750H-CPU---220GHz,Intel Core i7-8750H,381
CPU,100-000000100,AMD,Ryzen 5 4600H,406,70.1,27218,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD-Ryzen-5-4600H-with-Radeon-Graphics,AMD Ryzen 5 4600H,96
CPU,,Intel,Xeon X5650,407,70.1,13757,https://cpu.userbenchmark.com/SpeedTest/355/IntelR-XeonR-CPU-----------X5650----267GHz,Intel Xeon X5650,13
CPU,,Intel,Xeon E3-1505M v6,408,70.1,4124,https://cpu.userbenchmark.com/SpeedTest/233404/IntelR-XeonR-CPU-E3-1505M-v6---300GHz,Intel Xeon E3-1505M v6,719
CPU,BX80677I37300,Intel,Core i3-7300,409,70.0,1568,https://cpu.userbenchmark.com/Intel-Core-i3-7300/Rating/3893,Intel Core i3-7300,142
CPU,CM8066201920202,Intel,Core i7-6700T,410,69.9,9225,https://cpu.userbenchmark.com/SpeedTest/36439/IntelR-CoreTM-i7-6700T-CPU---280GHz,Intel Core i7-6700T,381
CPU,,Intel,Xeon E3-1225 V2,411,69.8,2869,https://cpu.userbenchmark.com/SpeedTest/5015/IntelR-XeonR-CPU-E3-1225-V2---320GHz,Intel Xeon E3-1225 V2,85
CPU,,Intel,Xeon E5-1620 0,412,69.7,17464,https://cpu.userbenchmark.com/SpeedTest/2930/IntelR-XeonR-CPU-E5-1620-0---360GHz,Intel Xeon E5-1620 0,148
CPU,,Intel,Core i7-3940XM,413,69.6,2187,https://cpu.userbenchmark.com/SpeedTest/7092/IntelR-CoreTM-i7-3940XM-CPU---300GHz,Intel Core i7-3940XM,381
CPU,BX80684G5600,Intel,Pentium Gold G5600,414,69.6,766,https://cpu.userbenchmark.com/SpeedTest/469126/IntelR-PentiumR-Gold-G5600-CPU---390GHz,Intel Pentium Gold G5600,39
CPU,,AMD,Ryzen 5 4600HS,415,69.6,337,https://cpu.userbenchmark.com/SpeedTest/1134526/AMD-Ryzen-5-4600HS-with-Radeon-Graphics,AMD Ryzen 5 4600HS,749
CPU,BX80646I54690K,Intel,Core i5-4690K,416,69.6,229359,https://cpu.userbenchmark.com/Intel-Core-i5-4690K/Rating/2432,Intel Core i5-4690K,199
CPU,,Intel,Core i7-3820,417,69.5,38674,https://cpu.userbenchmark.com/SpeedTest/739/IntelR-CoreTM-i7-3820-CPU---360GHz,Intel Core i7-3820,349
CPU,,Intel,Core i7-6920HQ,418,69.5,3282,https://cpu.userbenchmark.com/SpeedTest/56225/IntelR-CoreTM-i7-6920HQ-CPU---290GHz,Intel Core i7-6920HQ,130
CPU,,Intel,Xeon E3-1220 V2,419,69.5,3748,https://cpu.userbenchmark.com/SpeedTest/3482/IntelR-XeonR-CPU-E3-1220-V2---310GHz,Intel Xeon E3-1220 V2,115
CPU,BX80662I36320,Intel,Core i3-6320,420,69.4,1734,https://cpu.userbenchmark.com/Intel-Core-i3-6320/Rating/3535,Intel Core i3-6320,111
CPU,,Intel,Core i7-1195G7,421,69.4,2243,https://cpu.userbenchmark.com/SpeedTest/1654461/11th-Gen-IntelR-CoreTM-i7-1195G7---290GHz,Intel Core i7-1195G7,366
CPU,,Intel,Xeon E31230,422,69.4,2472,https://cpu.userbenchmark.com/SpeedTest/6750/IntelR-XeonR-CPU-E31230---320GHz,Intel Xeon E31230,"1,095"
CPU,,Intel,Xeon E3-1220 v3,423,69.4,5273,https://cpu.userbenchmark.com/SpeedTest/5983/IntelR-XeonR-CPU-E3-1220-v3---310GHz,Intel Xeon E3-1220 v3,93
CPU,,Intel,Core i7-4940MX,424,69.3,2383,https://cpu.userbenchmark.com/SpeedTest/9756/IntelR-CoreTM-i7-4940MX-CPU---310GHz,Intel Core i7-4940MX,366
CPU,,Intel,Core i7-3770S,425,69.3,10699,https://cpu.userbenchmark.com/SpeedTest/2218/IntelR-CoreTM-i7-3770S-CPU---310GHz,Intel Core i7-3770S,381
CPU,,Intel,Xeon X5570,426,69.2,1343,https://cpu.userbenchmark.com/SpeedTest/12230/IntelR-XeonR-CPU-----------X5570----293GHz,Intel Xeon X5570,48
CPU,BX80684G5500,Intel,Pentium Gold G5500,427,69.1,971,https://cpu.userbenchmark.com/SpeedTest/484140/IntelR-PentiumR-Gold-G5500-CPU---380GHz,Intel Pentium Gold G5500,39
CPU,,Intel,Core i7-4930MX,428,69.1,1497,https://cpu.userbenchmark.com/SpeedTest/2453/IntelR-CoreTM-i7-4930MX-CPU---300GHz,Intel Core i7-4930MX,366
CPU,,Intel,Xeon E3-1225 v3,429,69.1,4850,https://cpu.userbenchmark.com/SpeedTest/12983/IntelR-XeonR-CPU-E3-1225-v3---320GHz,Intel Xeon E3-1225 v3,22
CPU,YD1700BBAEBOX,AMD,Ryzen 7 1700,430,69.0,144475,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700/Rating/3917,AMD Ryzen 7 1700,195
CPU,BX80637I73770,Intel,Core i7-3770,431,69.0,278207,https://cpu.userbenchmark.com/Intel-Core-i7-3770/Rating/1979,Intel Core i7-3770,381
CPU,BX80637I53450S,Intel,Core i5-3450S,432,68.9,1491,https://cpu.userbenchmark.com/SpeedTest/2071/IntelR-CoreTM-i5-3450S-CPU---280GHz,Intel Core i5-3450S,293
CPU,,Intel,Core i7-5700HQ,433,68.8,14004,https://cpu.userbenchmark.com/SpeedTest/30103/IntelR-CoreTM-i7-5700HQ-CPU---270GHz,Intel Core i7-5700HQ,366
CPU,,Intel,Core i7-6820HK,434,68.8,20362,https://cpu.userbenchmark.com/SpeedTest/36404/IntelR-CoreTM-i7-6820HK-CPU---270GHz,Intel Core i7-6820HK,381
CPU,,Intel,Core i5-1145G7,435,68.8,4608,https://cpu.userbenchmark.com/SpeedTest/1345527/11th-Gen-IntelR-CoreTM-i5-1145G7---260GHz,Intel Core i5-1145G7,366
CPU,,Intel,Core i5-1135G7,436,68.7,36962,https://cpu.userbenchmark.com/SpeedTest/1286124/11th-Gen-IntelR-CoreTM-i5-1135G7---240GHz,Intel Core i5-1135G7,599
CPU,,Intel,Xeon X3470,437,68.7,8730,https://cpu.userbenchmark.com/SpeedTest/24530/IntelR-XeonR-CPU-----------X3470----293GHz,Intel Xeon X3470,48
CPU,,Intel,Xeon E5-2643 0,438,68.7,1000,https://cpu.userbenchmark.com/SpeedTest/3389/IntelR-XeonR-CPU-E5-2643-0---330GHz,Intel Xeon E5-2643 0,229
CPU,,Intel,Core i5-3550,439,68.6,23599,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz,Intel Core i5-3550,199
CPU,,Intel,Xeon E31225,440,68.6,3353,https://cpu.userbenchmark.com/SpeedTest/4210/IntelR-XeonR-CPU-E31225---310GHz,Intel Xeon E31225,22
CPU,,Intel,Core i3-7101E,441,68.6,17,https://cpu.userbenchmark.com/SpeedTest/325269/IntelR-CoreTM-i3-7101E-CPU---390GHz,Intel Core i3-7101E,142
CPU,,Intel,Core i5-3475S,442,68.5,1383,https://cpu.userbenchmark.com/SpeedTest/10117/IntelR-CoreTM-i5-3475S-CPU---290GHz,Intel Core i5-3475S,199
CPU,,Intel,Xeon E5-2630 v3,443,68.5,1838,https://cpu.userbenchmark.com/SpeedTest/22651/IntelR-XeonR-CPU-E5-2630-v3---240GHz,Intel Xeon E5-2630 v3,50
CPU,BX80701G6400,Intel,Pentium Gold G6400,444,68.4,3112,https://cpu.userbenchmark.com/SpeedTest/1221579/IntelR-PentiumR-Gold-G6400-CPU---400GHz,Intel Pentium Gold G6400,99
CPU,,Intel,Core i7-3920XM,445,68.2,797,https://cpu.userbenchmark.com/SpeedTest/5061/IntelR-CoreTM-i7-3920XM-CPU---290GHz,Intel Core i7-3920XM,381
